movie_id,title,release_date,release_year,overview,tagline,keywords,rating,vote_count,popularity,budget,runtime,genres,production_companies,ethical_values,emotional_theme,ethical_values_clean,emotional_theme_clean
1318032,Jimmy Neutron: The Eggpire Strikes Back,25-04-2003,2003.0,"The Yolkians have come to earth, but this time they seek out only peace and brotherhood with the people of Retroville. While Jimmy Neutron suspects the worst, everyone in town is ready to forgive and forget.  This special serves as a direct sequel to the Jimmy Neutron movie.",,alien,0.0,0,0.3155,0,46.0,"Family, Animation, Comedy, Science Fiction, TV Movie","DNA Productions, O Entertainment, Nickelodeon Animation Studio","friendship, empathy, justice","- heartwarming
- family bonding","['friendship', 'empathy', 'justice']","['heartwarming', 'family bonding']"
106333,The Wild Thornberrys: The Origin of Donnie,18-08-2001,2001.0,"Donnie goes missing and the rest of the Thornberry family have various adventures (broken bones, getting lost in a cave, and a forest fire) while looking for him. It has been screened as a TV movie and as four episodes in season 4 of the TV series.",,,7.0,8,0.3147,0,90.0,"Animation, Family",Klasky-Csupo,"family, courage, perseverance","- family bonding
- heroic quest","['family', 'courage', 'perseverance']","['family bonding', 'heroic quest']"
342329,Fungus the Bogeyman,28-11-2004,2004.0,"BBC adaptation of Raymond Briggs' children's book. Fungus (voice of Mak Wilson)'s job is to venture above Bogeydom and scare dry-cleaners (a Bogey's name for humans). But on one trip disaster strikes and a dry-cleaner discovers their existence in Bogeydom. The dry-cleaner, Jessica (Clare Thomas), strikes up a friendship with Fungus' children and escapes back home to tell her father George (Martin Clunes) all about it. George then decides to stake-out the entrance to Bogeydom, in order to catch a real-life Bogeyman.",,"bogey, based on children's book",3.2,2,0.3131,0,120.0,"Animation, Family",BBC,"friendship, family, empathy","- heartwarming
- family bonding","['friendship', 'family', 'empathy']","['heartwarming', 'family bonding']"
306449,How Murray Saved Christmas,05-12-2014,2014.0,"One-hour animated special surrounding a surly deli owner Murray Weiner, who is forced to step into Santa's shoes for one Christmas and bumbles his way into doing a great job.",,,5.9,8,0.3129,0,42.0,"Animation, Adventure, Comedy, Music","Rough Draft Studios, Universal Television","kindness, perseverance, family","- heartwarming
- pure fun","['kindness', 'perseverance', 'family']","['heartwarming', 'pure fun']"
1189840,SpongeBob SquarePants: Sponge for Hire,02-11-2004,2004.0,"More nautical nonsense as lovable sea sponge SpongeBob and his friends Patrick, Squidward, Mr Krabs and Sandy return for eight further deep-sea adventures. Episodes are: 'Krusty Krab Training Video'; 'Can You Spare a Dime?'; 'Missing Identity'; 'Krabby Land'; 'Wet Painters'; 'New Student Starfish'; 'Mid-Life Crustacean'; and 'The Camping Episode'.",,short compilation,0.0,0,0.3123,0,104.0,"Animation, TV Movie",Paramount Home Entertainment,"friendship, kindness","pure fun, family bonding","['friendship', 'kindness']","['pure fun', 'family bonding']"
361422,Ever After High: Way Too Wonderland,14-08-2015,2015.0,"With the Storybook of Legends still in Wonderland, Raven attempts to teleport her friends there despite still getting the hand of her powers. Apple, Raven, Briar, Lizzie, Kitty and Maddie end up in Wonderland in just days away from the Queen of Heats' birthday, but they end up at Wonderland High where they meet the charming Red and White Knights. However the school is ruled by Courtly Jester who attempts to keep the girls from graduating Wonderland High for her devious plans against the Queen of Hearts.",,,7.5,15,0.3114,0,90.0,"Animation, Family, TV Movie, Fantasy","Guru Studio, Mattel","friendship, courage, justice","- high-energy
- heroic quest","['friendship', 'courage', 'justice']","['highenergy', 'heroic quest']"
1026225,King of Kings: Chasing Edward Jones,16-02-2023,2023.0,"The untold story of the other boss of Chicago, the King of Policy Kings, a man who held too much power and wealth during segregation.",The Other Boss of Chicago,,0.0,0,0.3112,1000000,98.0,"Documentary, Animation",Abélart Productions,"justice, loyalty, perseverance","- bittersweet
- heroic quest","['justice', 'loyalty', 'perseverance']","['bittersweet', 'heroic quest']"
1501099,Monty Python's Flying Circus—John Cleese's Personal Best,01-03-2006,2006.0,"Monty Python's Personal Best is a miniseries of six one-hour specials, each showcasing the contributions of a particular Monty Python member. The show begins with a plaintext ""memorial"" to the ""late"" John Cleese. It then cuts to a fairytale starring the troupe (""The Princess with the Wooden Teeth"" from Monty Python's Fliegender Zirkus), which then cuts to a poolside interview of a cranky, senile old man (Cleese) by Dayna Devon, a reporter. The supposedly 96-year-old Cleese usually answers her questions in the raunchiest manner possible, culminating in his ""death"" (by heart attack, apparently) at the end of the show.",,,0.0,0,0.3109,0,56.0,"Comedy, Animation",,"humor, satire, absurdity","- pure fun
- bittersweet","['humor', 'satire', 'absurdity']","['pure fun', 'bittersweet']"
123291,Twinkle Toes,15-10-2011,2011.0,"She’s Grace “Twinkle Toes” Hastings, the shining star of this all-new movie! She has a big secret though... she gets terrible stage fright in front of anyone but her fluffy friend Walter. As Grace works to overcome her fears, and makes some super-cool friends at her new school, she discovers that it’s OK to go ahead and shine!",Discover Your Inner Sparkle!,,6.0,6,0.3108,0,71.0,"Animation, Family",Skechers Entertainment,"courage, friendship, self-acceptance","heartwarming, dream-driven","['courage', 'friendship', 'selfacceptance']","['heartwarming', 'dreamdriven']"
131389,The Nutcrackers,01-01-2010,2010.0,"Mumu discovers a flock of sheep grazing in the park where he plays with his friends Milo, Rita, Talalo, Alfred and Olga, and can´t avoid compare her snowy appearance to them, the troops of cloth, fabrics made ​​of very different prints, lots of spots of all colors playing in the field and in the puddles. And feel some shame and envy of his friends of the sheep shiny. And when he discovers that these sheep are actually spotless stars that will be part of a great show, Mumu is so fascinated that he have to change what is necessary for that to become also a glamorous star. She was a very special cow can not keep wasting time with a group of friends wrong.",,,6.3,5,0.3106,0,74.0,"Animation, Family",,"friendship, self-acceptance, perseverance","- dream-driven
- family bonding","['friendship', 'selfacceptance', 'perseverance']","['dreamdriven', 'family bonding']"
1146058,The Pout-Pout Fish,24-10-2025,2025.0,"An original adventure of the fish with a “frowny face and a big heart”, as he and his friends navigate the undersea world.",,based on children's book,0.0,0,0.3104,0,85.0,"Animation, Family, Adventure","MIMO Studios, Like A Photon Creative, Macmillan Films, Cosmic Dino Studio, Alceon Entertainment Partners, Eclectik Vision, Screen Queensland, Sola Media","friendship, kindness, empathy","heartwarming, family bonding","['friendship', 'kindness', 'empathy']","['heartwarming', 'family bonding']"
24661,The Prodigy,07-07-2009,2009.0,"Is Prevalent's latest wonderfully creative animatedfeature film. It highlights the story of a lovely yet humble young girl in Ancient China who is an exceptional champion. Her name is ""KG"" - the ""Kung-Fu Girl"" with a big heart. Although she is an underdog, and the odds are against her; she discovers that there is no limit to what she can accomplish when she believes in herself.",One Girl. Against the cruel world.,,1.7,6,0.3102,0,77.0,"Animation, Adventure, Family",,"perseverance, courage, self-acceptance","- heartwarming
- heroic quest","['perseverance', 'courage', 'selfacceptance']","['heartwarming', 'heroic quest']"
292481,Henry & Me,18-08-2014,2014.0,"A guardian angel takes a gravely ill boy on a magical journey to meet legendary players from the New York Yankees, both past and present.",,"baseball, surrealism",5.111,9,0.31,5000000,67.0,"Family, Animation",Henry & Me Productions,"empathy, perseverance","heartwarming, family bonding","['empathy', 'perseverance']","['heartwarming', 'family bonding']"
109165,CatDog and the Great Parent Mystery,25-11-2000,2000.0,CatDog are on a quest to find their parents.,,,7.692,13,0.3095,0,72.0,"Comedy, Animation, Adventure","Peter Hannan Productions, Nickelodeon Productions, Nickelodeon Animation Studio","family, perseverance, loyalty","- family bonding
- heroic quest","['family', 'perseverance', 'loyalty']","['family bonding', 'heroic quest']"
99953,Time Kid,01-01-2003,2003.0,"An adaptation of H.G Well's Time Machine for Nickleodon. Tom's scientist father, overwhelmed with grief over the loss of his wife, invents a time machine. He attempts to go in to the future to find a cure that he can take back in time to his wife, so that she might live. He never comes back, only his time machine. So Tom goes into the future to rescue his dad.",,time travel,6.2,6,0.3095,0,74.0,"Animation, Science Fiction, Family","FM Kids (Foreign Media Group), DiC Entertainment","courage, family, perseverance","- heartwarming
- heroic quest","['courage', 'family', 'perseverance']","['heartwarming', 'heroic quest']"
30863,Mutant Aliens,14-06-2002,2002.0,"An unlikely crew – an astronaut, his intrepid daughter, and a quintet of sympathetic, albeit violent, alien creatures – seek revenge against a space industry baron.",They're freaks coming to kick your butt!,"patriotism, thumb, mutant, nose, alien, foot, astronaut, adult animation, space adventure, interspecies romance, hand drawn animation, father daughter relationship, independent film, stranded in orbit, absurd, corrupt government, bold, sexual content",6.2,27,0.3094,200000,81.0,"Animation, Comedy, Science Fiction",Plymptoons,"courage, loyalty","- high-energy
- heroic quest","['courage', 'loyalty']","['highenergy', 'heroic quest']"
743875,Horrid Henry's Gross Day Out,20-09-2020,2020.0,"Worlds collide when Henry makes plans to spend Saturday on the sofa watching a ""Gross Class Zero"" marathon â€” and his favorite characters come to life!",,,4.8,4,0.3086,0,61.0,"Family, Animation, Adventure",Novel Entertainment Productions,"friendship, perseverance, empathy","- pure fun
- family bonding","['friendship', 'perseverance', 'empathy']","['pure fun', 'family bonding']"
622838,From the Dead,12-07-2019,2019.0,"After Janie accidentally murders her husband during disputed infidelity over a stripper, her husband's brother introduces her to an Aztec spell that resurrects him from the dead; Unfortunately, he returns to take revenge.",,"black magic, resurrection",5.1,7,0.3079,0,80.0,"Animation, Drama, Horror","Border Town Pictures, From the Dead Pictures, UFO Pictures","justice, loyalty","bittersweet, high-energy","['justice', 'loyalty']","['bittersweet', 'highenergy']"
45904,Muhammad: The Last Prophet,08-11-2002,2002.0,"More than fourteen centuries ago, Mecca was filled with gambling, drunkenness, slavery, the mistreatment of women, and greed. The holy Ka'bah was littered with idol gods. Pilgrims came by the thousands to worship them. Quarysh, Mecca's ruling body, reveled in the their good fortune but cared little for the welfare of the pilgrims of Arabia.Against this dismal scene, a man named Muhammad (pbuh) retreated to a cave high above Mecca to pray. The events that transpired in that cave changed the course of human history.This is the story of the blessings of Muhammad (pbuh) - The Last Prophet.",Childrens narrative about the origins of Islam,,6.0,21,0.3079,0,95.0,"Animation, Family, History",,"courage, empathy, justice","- heroic quest
- bittersweet","['courage', 'empathy', 'justice']","['heroic quest', 'bittersweet']"
769611,Madeline in Tahiti,06-06-2007,2007.0,"Madeline and the girls take an ocean liner to Tahiti, where they learn to surf, snorkel and take part in native dances, while foiling a villain's evil plan to reactivate the Tahiti-nui volcano so he can loot the capitol of the island when the city is evacuated. But Madeline's enjoyment is dampened by a falling-out with her best friend, Pepito, and she discovers that a good friendship is worth more than the best vacation in the world.",,"friendship, paris, france, volcano, tahiti, based on children's book, boy girl relationship",5.0,1,0.3057,0,73.0,"Animation, Family, TV Movie",DiC Entertainment,"friendship, loyalty, empathy","- heartwarming
- family bonding","['friendship', 'loyalty', 'empathy']","['heartwarming', 'family bonding']"
588030,Zero Impunity,02-03-2019,2019.0,"An artistic hybrid documentary, ZERO IMPUNITY is the centerpiece of an ambitious global transmedia project. ZERO IMPUNITY sheds a powerful spotlight on the seemingly total Impunity for the use of sexual violence in armed conflicts worldwide. ZERO IMPUNITY is an important and necessary eye opening Scream, raising awareness and outrage.",,"war victim, rape victim, sexual violence, sexual assault, investigative journalism, activism, armed conflict, feminist activism, victims, error of impunity",8.9,6,0.3057,0,93.0,"Documentary, Animation",Melusine Productions,"justice, empathy","- bittersweet
- heroic quest","['justice', 'empathy']","['bittersweet', 'heroic quest']"
1034404,The Worlds Divide,11-11-2023,2023.0,"When the Arc Wars hit too close to home, young Natomi is beamed to a world by her father. A world unlike her own. A world abundant with vegetation. However, those who are sent to this world are also hunted by the Queen and the Royal Magistrate.",,,9.0,1,0.3044,0,120.0,"Animation, Fantasy, Adventure, Science Fiction",Cloudrise Pictures,"courage, empathy, justice","- heroic quest
- bittersweet","['courage', 'empathy', 'justice']","['heroic quest', 'bittersweet']"
223436,Aladdin and the Adventure of All Time,13-06-2000,2000.0,"Aladdin and his new friend Paige visit English kings, Egyptian queens, come face to face with a Tyrannosaurus Rex, and walk the gangplank with Blackbeard the Pirate, in search of a stolen magic lamp.",,,4.2,5,0.3042,0,81.0,Animation,"Premiere Entertainment Productions, Postgrafix, Inc.","courage, friendship, adventure","- high-energy
- heroic quest","['courage', 'friendship', 'adventure']","['highenergy', 'heroic quest']"
1213692,Battle of the Planets: The Movie,01-01-2012,2012.0,A compilation of several Battle of the Planets episodes with a new story and uncut death scenes.,,,0.0,0,0.304,0,68.0,"Animation, Science Fiction",,"courage, justice, loyalty","high-energy, heroic quest","['courage', 'justice', 'loyalty']","['highenergy', 'heroic quest']"
430981,Wolf Tracer's Dinosaur Island,12-01-2004,2004.0,Deep sea fishing expedition comes to a halt when a freak storm appears and passengers are washed ashore. Youngsters help the survivors avoid endless hazards and the evil island leader while they try to escape being devoured by the rampaging ravenous carnivores of Dinosaur Island.,Extinct? Who's extinct now?,"underwear, dinosaur, pirate",3.2,4,0.304,0,45.0,"TV Movie, Horror, Adventure, Family, Fantasy, Comedy, Animation",Wolf Tracer Studios Inc,"courage, empathy","high-energy, heroic quest","['courage', 'empathy']","['highenergy', 'heroic quest']"
178136,Max Steel Vs The Mutant Menace,11-06-2009,2009.0,"After being reconstructed, Cytro becomes Max's mission partner, but now both are placed under the direct orders of Forge Ferrous, a new N-Tek field commander instead of Jefferson. This new boss is a freak control with an aggressive and all-for-the-team attitude which contrasts with Max's free spirit, causing several conflicts among them. In response to an emergency call, Max and Cytro are sent to an Antarctican subterranean lab which is also a prison for an unstable N-Tek agent who suffers some kind of mutation due to heavy exposure to chemical contamination.",,,7.2,16,0.3037,0,47.0,"Action, Animation, Adventure, Science Fiction","Rainmaker Entertainment, Mattel","courage, loyalty","- high-energy
- heroic quest","['courage', 'loyalty']","['highenergy', 'heroic quest']"
1199118,Strawberry Shortcake's Perfect Holiday,01-11-2023,2023.0,"With holiday chores piling up and a cookie-stealing villain on the loose, Strawberry and her Berry Buddies must work together to save Winter Swirl.",,christmas spirit,6.3,3,0.3032,0,45.0,"Animation, Family, Music",,"courage, friendship, empathy","- heartwarming
- family bonding","['courage', 'friendship', 'empathy']","['heartwarming', 'family bonding']"
33868,Inspector Gadget's Last Case,13-10-2002,2002.0,"Gadget is still a klutz and Dr. Claw has a vicious new plan that makes him a super-hero in disguise to try to ruin Gadget and to take over the world, but as usual Gadget in his zany ways wins.",Inspector Gadget is back in an all-new animated movie.,,6.3,18,0.3029,0,90.0,"Animation, Comedy, Crime, Family, Fantasy",DiC Entertainment,"courage, justice, perseverance","- high-energy
- pure fun","['courage', 'justice', 'perseverance']","['highenergy', 'pure fun']"
444213,The Electric Piper,02-02-2003,2003.0,"Based on the classic tale of the Pied Piper, this Rock-Opera themed cartoon tells the tale of the 1960s small suburban town of Hamlin, which has been infested with rats. Sly, a Jimi-Hendrix styled guitarist, is hired to take care of the rats with his musical abilities, and is promised a Harley Davidson from the mayor as payment. When he gets cheated out of his payment, he then uses his music to lead the kids to a mountain.",,"musical, rock opera, pied piper, electric",4.5,4,0.3024,0,68.0,"Comedy, Animation, Music, TV Movie","Frederator Studios, Nickelodeon Productions","courage, justice, freedom","high-energy, pure fun","['courage', 'justice', 'freedom']","['highenergy', 'pure fun']"
47635,Hermie & Friends:  Hermie and The High Seas,15-03-2008,2008.0,Good thing God never says anything unusual to Hermie. Uh-oh… suddenly there's room for doubt. What possible need would the Garden Gang have for a boat? It hasn't rained in ages. Isn't it good enough to believe God once-why do we have to keep on trusting Him time after time? Hermie and the High Seas teaches the lesson based on Jesus' words from the mountain-side in Matthew 6 about relying on God to care for our every need.,"If Hermie is good at anything, it's believing what God says.",krummel,7.3,3,0.3019,0,60.0,"Adventure, Animation, Family","Thomas Nelson, GlueWorks Entertainment","courage, empathy","- heartwarming
- family bonding","['courage', 'empathy']","['heartwarming', 'family bonding']"
1225057,Man and Cat,08-11-2001,2001.0,"Man lives with his best friend, Cat, to defend others from big bad.",,,7.0,1,0.3006,0,45.0,"Animation, Comedy, Adventure","Goodtimes and Company, Toei Animation, Touchstone Home Entertainment, Buena Vista Home Entertainment","courage, loyalty","- heartwarming
- heroic quest","['courage', 'loyalty']","['heartwarming', 'heroic quest']"
540644,Angela Carter: Of Wolves & Women,04-08-2018,2018.0,"A dark and delicious foray into Angela Carter's extraordinary life with animation by Peepshow Collective, rare archive and family photos, and contributions from Angela's friends, family, students and admirers.",,biography,0.0,0,0.3,0,60.0,"Animation, Documentary",BBC Studios,"loyalty, family, empathy","- bittersweet
- family bonding","['loyalty', 'family', 'empathy']","['bittersweet', 'family bonding']"
67987,Bigg Snoop Dogg Presents: The Adventures of Tha Blue Carpet Treatment,23-06-2008,2008.0,"Bigg Snoop Dogg takes you into is his Snoopadelic world in this creative animated film. Ride with him as he rolls through the streets of Long Beach in Los Angeles and is joined by B Real (Legendary Rap group Cypress Hill), The Game, Kurupt and others, as they show you the life a rap star that’s still in the community they grew up in. The film futures music by Hip Hop most successful artists, giving you hip, edgy and very entertaining storylines to the songs that are the soundtrack to their lives",,"hip-hop, music video",0.0,0,0.2967,0,81.0,"Music, Animation",,"courage, friendship, loyalty","- high-energy
- pure fun","['courage', 'friendship', 'loyalty']","['highenergy', 'pure fun']"
375603,Eloise Goes to School,24-07-2007,2007.0,"After Eloise s tutor Philip quits, nanny enrolls her in the prestigious Hawthorne academy. Eloise can t wait to being real school, but soon finds out it isn t exactly what she was expecting. There are mean girls on the playground, very strict teachers and so many rules rules rules! Eloise decides it s time to make school fun again, she s teaching her new friends to stand up to bullies, helping her teacher understand there are a lot of different ways to learn and having tons of adventures. Can Eloise fit in at her new school? Will she be able to follow all the rules while remaining true to herself? Imagination runs wild and being bored is neer allowed in this fun filled animated adventure featuring the talented voices of Lynn Redgrave, Tim Curry, Neil Patrick Harris and Doris Roberts!",,,0.0,0,0.2965,0,45.0,Animation,,"friendship, courage, self-acceptance","- pure fun
- family bonding","['friendship', 'courage', 'selfacceptance']","['pure fun', 'family bonding']"
42078,Elf Bowling: The Movie,02-10-2007,2007.0,"When Santa's half wit brother kidnaps the elves, Santa and super-elf Lex team up to save the day! Based on the enormously popular game, this beautiful, computer-graphics-animated movie is full of pirates, penguins and legendary heroes in a magical adventure perfect for the whole family.",Can Christmas be spared?,"elves, pirate, based on video game, christmas, santa's elves, santa",2.167,12,0.2953,6500000,82.0,"Animation, Comedy, Fantasy","Film Brokers International, Great Highway Company","courage, friendship, justice","pure fun, heroic quest","['courage', 'friendship', 'justice']","['pure fun', 'heroic quest']"
459165,Alpha and Omega: Journey to Bear Kingdom,19-05-2017,2017.0,"When the Queen Bear and her daughter, Princess Canue, visit the Eastern Valley an epic war breaks out -- Rogue Wolves versus the Western Pack and the Bear Army. Now, it's up to Stinky, Claudette, and Runt to help Princess Canue return home to regain control of her kingdom.",,cartoon,4.4,13,0.2951,0,44.0,Animation,"Crest Animation Production, Splash Entertainment, Lionsgate","courage, loyalty, family","- heroic quest
- family bonding","['courage', 'loyalty', 'family']","['heroic quest', 'family bonding']"
222671,Dick Figures: The Movie,16-09-2013,2013.0,"Two best friends, Red and Blue, risk everything to find the greatest treasure of all time.",Red and Blue and Awesome All Over!,"ninja, drugs, strong language, adult animation, stick figures",6.026,38,0.295,313411,73.0,"Action, Adventure, Animation, Fantasy, Comedy, Science Fiction","Mondo Media, Six Point Harness, Remochoso","courage, friendship, perseverance","high-energy, pure fun","['courage', 'friendship', 'perseverance']","['highenergy', 'pure fun']"
430844,PAW Patrol: Pups Save Christmas,01-11-2016,2016.0,"Join the PAW Patrol for 7 snowy saves, including a special double-length Christmas episode! The pups gear up to fix Santa's sleigh and save Christmas, plus return penguins to their frozen home, help Everest on some snowy rescues, and more!",,,8.6,5,0.2949,0,69.0,Animation,,"kindness, courage, friendship","- heartwarming
- pure fun","['kindness', 'courage', 'friendship']","['heartwarming', 'pure fun']"
639721,The Addams Family 2,01-10-2021,2021.0,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,Unhappy to see you again.,"kidnapping, supernatural, grand canyon, niagara falls, family, san antonio, texas, scientific experiment, absurd, comedy, admiring, adoring",6.972,1335,4.0694,0,93.0,"Animation, Family, Comedy, Fantasy, Adventure","Metro-Goldwyn-Mayer, Bron Studios, BermanBraun, Cinesite Animation, Nitrogen Studios Canada","family, friendship, absurd","pure fun, family bonding","['family', 'friendship', 'absurd']","['pure fun', 'family bonding']"
211672,Minions,17-06-2015,2015.0,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.","Meet Stuart, Kevin & Bob.","assistant, villain, prequel, aftercreditsstinger, duringcreditsstinger, evil mastermind, supervillain, illumination, amused, joyful",6.4,10747,5.4199,74000000,91.0,"Family, Animation, Adventure, Comedy","Illumination, Universal Pictures","loyalty, friendship","- pure fun
- high-energy","['loyalty', 'friendship']","['pure fun', 'highenergy']"
486589,Red Shoes and the Seven Dwarfs,25-07-2019,2019.0,"Princes who have been turned into Dwarfs seek the red shoes of a lady in order to break the spell, although it will not be easy.",Your true self is the fairest of them all,"shoe, calm, candid, red shoes, casual, animation, didactic, whimsical, admiring, amused, appreciative, approving, enchant, snow white, the seven dwarfs",7.7,1102,4.832,20000000,92.0,"Animation, Fantasy, Family, Comedy, Romance, Adventure","Sidus, Next Entertainment World, LOCUS Corporation, Finecut, Sidus Animation","courage, empathy","- heartwarming
- pure fun","['courage', 'empathy']","['heartwarming', 'pure fun']"
381719,Peter Rabbit,07-02-2018,2018.0,Peter Rabbit's feud with Mr. McGregor escalates to greater heights than ever before as they rival for the affections of the warm-hearted animal lover who lives next door.,Who said the countryside was peaceful?,"human animal relationship, based on children's book, rabbit, duringcreditsstinger, live action and animation, peter rabbit, food allergies",6.695,1827,5.6401,50000000,93.0,"Animation, Adventure, Family","Columbia Pictures, Olive Bridge Entertainment, Screen Australia, Screen NSW, Sony Pictures Animation, Animal Logic, MRC","friendship, loyalty, empathy","- heartwarming
- pure fun","['friendship', 'loyalty', 'empathy']","['heartwarming', 'pure fun']"
51162,Winnie the Pooh,06-04-2011,2011.0,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Owl convinces Pooh, Tigger, Rabbit, Piglet, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to rescue him.",Oh Pooh.,"tiger, donkey, cartoon, piglet, rabbit, aftercreditsstinger, duringcreditsstinger, pooh, winnie, kangaroo, hand drawn animation, playful, cartoon animal, owl",6.908,898,4.0418,30000000,63.0,"Animation, Family, Comedy, Adventure","Walt Disney Animation Studios, Walt Disney Pictures","friendship, kindness, loyalty","- heartwarming
- pure fun","['friendship', 'kindness', 'loyalty']","['heartwarming', 'pure fun']"
269509,The Canterville Ghost,22-09-2023,2023.0,"An American family moves in to the Canterville Chase, a London mansion that has been haunted by ghost Sir Simon De Canterville for 300 years.","It's his house, not yours.","based on novel or book, halloween, haunted house, family, ghost, halloween costume, eccentric family, haunted, animation",6.6,41,4.0372,10000000,89.0,"Animation, Comedy, Family, Fantasy","Arc Productions, Melmoth Films, Sprout Pictures, D’Arblay Films, Dorado Media and Capital, Align, Space Age Films, Toonz Media Group","courage, family, empathy","- pure fun
- family bonding","['courage', 'family', 'empathy']","['pure fun', 'family bonding']"
309809,The Little Prince,29-07-2015,2015.0,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",Growing up isn't the problem... forgetting is.,"airplane, parent child relationship, philosophy, dystopia, utopia, little boy, old man, growing up, stop motion, neighbor, school, little girl, based on children's book, social differences",7.61,2845,4.6189,64000000,108.0,"Adventure, Animation, Fantasy, Family","Orange Studio, M6 Films, Lucky Red, LPPTV, ON Animation Studios","empathy, friendship, courage","- heartwarming
- bittersweet","['empathy', 'friendship', 'courage']","['heartwarming', 'bittersweet']"
869626,Marcel the Shell with Shoes On,24-06-2022,2022.0,"Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. When a documentarian discovers them amongst the clutter of his Airbnb, his resulting short film brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.",Everybody loves Marcel.,"journalist, mockumentary, stop motion, family, fake documentary, viral video, shell, children's story, kids, airbnb, stop frame, grandmother grandson relationship, based on short",7.67,622,4.2842,6000000,90.0,"Animation, Comedy, Drama, Family","Cinereach, Chiodo Bros. Productions, You Want I Should, Human Woman, Sunbeam TV & Films","family, friendship, empathy","- heartwarming
- family bonding","['family', 'friendship', 'empathy']","['heartwarming', 'family bonding']"
16577,Astro Boy,15-10-2009,2009.0,"Set in the futuristic Metro City, Astro Boy (Atom) is a young robot with incredible powers created by a brilliant scientist in the image of the son he had lost. Unable to fulfill his creator's expectations, Astro embarks on a journey in search of acceptance, experiencing betrayal and a netherworld of robot gladiators, before returning to save Metro City and reconcile with the father who rejected him.",Have a blast.,"future, hero, superhero, based on manga, robot, family, osamu tezuka, astro boy",6.321,1562,3.8424,10000000,94.0,"Animation, Action, Family, Science Fiction","Summit Entertainment, Imagi Animation Studios, Tezuka Productions","courage, family, self-acceptance","- heroic quest
- bittersweet","['courage', 'family', 'selfacceptance']","['heroic quest', 'bittersweet']"
332210,Storks,22-09-2016,2016.0,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...",Find Your Flock,"baby, villain, stork, delivery service",6.669,2397,6.0293,70000000,87.0,"Adventure, Animation, Comedy, Family","RatPac Entertainment, Warner Animation Group, Warner Bros. Pictures","family, friendship, responsibility","pure fun, family bonding","['family', 'friendship', 'responsibility']","['pure fun', 'family bonding']"
1181863,Animal Adventures: Save The Forest,15-01-2024,2024.0,"""Animal Adventures: Save The Forest"" portrays Softie and her friends as they fight to save their home from a garbage invasion by an automated factory. This 3D animated film highlights adventure, friendship, and environmental protection.",Save the Forest,,7.632,19,3.5847,5000000,81.0,Animation,"Canary Film Factory, Virtual World Pictures, EPC Media","courage, friendship, responsibility","- heroic quest
- heartwarming","['courage', 'friendship', 'responsibility']","['heroic quest', 'heartwarming']"
645757,That Christmas,27-11-2024,2024.0,It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans — including Santa's.,,"holiday, santa claus, affectation, christmas, adoring",7.189,349,3.8934,0,91.0,"Animation, Comedy, Family, Fantasy, Adventure","Locksmith Animation, DNEG","kindness, family, empathy","- heartwarming
- family bonding","['kindness', 'family', 'empathy']","['heartwarming', 'family bonding']"
1045944,The Boss Baby: Christmas Bonus,06-12-2022,2022.0,Christmas Eve takes a twisty turn when the Boss Baby accidentally swaps places with one of Santa's elves and gets stranded at the North Pole.,,"holiday, santa claus, christmas",6.701,309,3.9244,0,45.0,"Animation, Family, Adventure",DreamWorks Animation Television,"courage, family, empathy","- pure fun
- family bonding","['courage', 'family', 'empathy']","['pure fun', 'family bonding']"
9907,Barnyard,04-08-2006,2006.0,"When the farmer's away, all the animals play, and sing, and dance. Eventually, though, someone has to step in and run things, a responsibility that ends up going to Otis, a carefree cow.",What happens in the barn stays in the barn.,"farm, peasant, villain, family, farmer, dead father, coyote, farm animals, talking animal, cow",5.894,1120,5.4564,51000000,90.0,"Animation, Comedy, Family","O Entertainment, Nickelodeon Movies, Paramount Pictures, Omation, Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG","family, responsibility, friendship","- pure fun
- family bonding","['family', 'responsibility', 'friendship']","['pure fun', 'family bonding']"
